uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PA,OUTRAS,VIA_PUBLICA,"20 - 29",F,9
PA,OUTRAS,VIA_PUBLICA,"20 - 29",M,41
PA,COVID,HOSPITAL,"20 - 29",F,19
PA,COVID,HOSPITAL,"20 - 29",M,18
PA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,8
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PA,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PA,PNEUMONIA,HOSPITAL,"20 - 29",F,5
PA,PNEUMONIA,HOSPITAL,"20 - 29",M,14
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PA,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
PA,SEPTICEMIA,HOSPITAL,"20 - 29",F,11
PA,SEPTICEMIA,HOSPITAL,"20 - 29",M,7
PA,SEPTICEMIA,OUTRO,"20 - 29",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PA,SRAG,HOSPITAL,"20 - 29",F,2
PA,SRAG,HOSPITAL,"20 - 29",M,2
PB,OUTRAS,DOMICILIO,"20 - 29",F,6
PB,OUTRAS,DOMICILIO,"20 - 29",M,9
PB,OUTRAS,HOSPITAL,"20 - 29",F,16
PB,OUTRAS,HOSPITAL,"20 - 29",M,28
PB,OUTRAS,OUTRO,"20 - 29",M,4
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,OUTRAS,VIA_PUBLICA,"20 - 29",M,11
PB,COVID,DOMICILIO,"20 - 29",M,1
PB,COVID,HOSPITAL,"20 - 29",F,14
PB,COVID,HOSPITAL,"20 - 29",M,9
PB,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,INDETERMINADA,DOMICILIO,"20 - 29",F,1
PB,INDETERMINADA,DOMICILIO,"20 - 29",M,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,4
PB,PNEUMONIA,HOSPITAL,"20 - 29",F,3
PB,PNEUMONIA,HOSPITAL,"20 - 29",M,4
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PB,SEPTICEMIA,HOSPITAL,"20 - 29",F,3
PB,SEPTICEMIA,HOSPITAL,"20 - 29",M,7
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,SRAG,HOSPITAL,"20 - 29",F,1
PB,SRAG,HOSPITAL,"20 - 29",M,3
PE,OUTRAS,DOMICILIO,"20 - 29",F,15
PE,OUTRAS,DOMICILIO,"20 - 29",M,32
PE,OUTRAS,HOSPITAL,"20 - 29",F,34
PE,OUTRAS,HOSPITAL,"20 - 29",M,98
PE,OUTRAS,IGNORADO,"20 - 29",F,3
PE,OUTRAS,IGNORADO,"20 - 29",M,8
PE,OUTRAS,OUTRO,"20 - 29",F,6
PE,OUTRAS,OUTRO,"20 - 29",M,36
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,13
PE,OUTRAS,VIA_PUBLICA,"20 - 29",F,7
PE,OUTRAS,VIA_PUBLICA,"20 - 29",M,79
PE,COVID,DOMICILIO,"20 - 29",F,1
PE,COVID,DOMICILIO,"20 - 29",M,1
PE,COVID,HOSPITAL,"20 - 29",F,21
PE,COVID,HOSPITAL,"20 - 29",M,30
PE,INDETERMINADA,HOSPITAL,"20 - 29",M,3
PE,INDETERMINADA,OUTRO,"20 - 29",M,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,4
PE,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PE,PNEUMONIA,HOSPITAL,"20 - 29",F,10
PE,PNEUMONIA,HOSPITAL,"20 - 29",M,13
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PE,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
PE,SEPTICEMIA,HOSPITAL,"20 - 29",F,13
PE,SEPTICEMIA,HOSPITAL,"20 - 29",M,39
PE,SRAG,DOMICILIO,"20 - 29",M,1
PE,SRAG,HOSPITAL,"20 - 29",F,8
PE,SRAG,HOSPITAL,"20 - 29",M,5
PE,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PI,OUTRAS,DOMICILIO,"20 - 29",F,2
PI,OUTRAS,DOMICILIO,"20 - 29",M,4
PI,OUTRAS,HOSPITAL,"20 - 29",F,10
PI,OUTRAS,HOSPITAL,"20 - 29",M,12
PI,OUTRAS,OUTRO,"20 - 29",F,1
PI,OUTRAS,OUTRO,"20 - 29",M,2
PI,OUTRAS,VIA_PUBLICA,"20 - 29",M,3
PI,COVID,HOSPITAL,"20 - 29",F,7
PI,COVID,HOSPITAL,"20 - 29",M,9
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,3
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
PI,PNEUMONIA,HOSPITAL,"20 - 29",F,1
PI,PNEUMONIA,HOSPITAL,"20 - 29",M,1
PI,SEPTICEMIA,HOSPITAL,"20 - 29",F,5
PI,SEPTICEMIA,HOSPITAL,"20 - 29",M,1
PR,OUTRAS,DOMICILIO,"20 - 29",F,15
PR,OUTRAS,DOMICILIO,"20 - 29",M,49
PR,OUTRAS,HOSPITAL,"20 - 29",F,46
PR,OUTRAS,HOSPITAL,"20 - 29",M,91
PR,OUTRAS,OUTRO,"20 - 29",F,6
PR,OUTRAS,OUTRO,"20 - 29",M,46
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,9
PR,OUTRAS,VIA_PUBLICA,"20 - 29",F,8
PR,OUTRAS,VIA_PUBLICA,"20 - 29",I,1
PR,OUTRAS,VIA_PUBLICA,"20 - 29",M,89
PR,COVID,DOMICILIO,"20 - 29",F,2
PR,COVID,DOMICILIO,"20 - 29",M,1
PR,COVID,HOSPITAL,"20 - 29",F,45
PR,COVID,HOSPITAL,"20 - 29",M,71
PR,COVID,OUTRO,"20 - 29",F,1
PR,COVID,OUTRO,"20 - 29",M,4
PR,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PR,INDETERMINADA,DOMICILIO,"20 - 29",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,7
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PR,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PR,PNEUMONIA,HOSPITAL,"20 - 29",F,7
PR,PNEUMONIA,HOSPITAL,"20 - 29",M,14
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PR,SEPTICEMIA,HOSPITAL,"20 - 29",F,13
PR,SEPTICEMIA,HOSPITAL,"20 - 29",M,19
RJ,OUTRAS,DOMICILIO,"20 - 29",F,19
RJ,OUTRAS,DOMICILIO,"20 - 29",M,45
RJ,OUTRAS,HOSPITAL,"20 - 29",F,81
RJ,OUTRAS,HOSPITAL,"20 - 29",M,241
RJ,OUTRAS,OUTRO,"20 - 29",F,4
RJ,OUTRAS,OUTRO,"20 - 29",M,38
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,30
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,52
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",I,1
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",M,62
RJ,COVID,HOSPITAL,"20 - 29",F,87
RJ,COVID,HOSPITAL,"20 - 29",M,59
RJ,COVID,OUTRO,"20 - 29",F,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
RJ,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RJ,INDETERMINADA,DOMICILIO,"20 - 29",M,2
RJ,INDETERMINADA,HOSPITAL,"20 - 29",F,4
RJ,INDETERMINADA,HOSPITAL,"20 - 29",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,12
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,15
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
RJ,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RJ,PNEUMONIA,HOSPITAL,"20 - 29",F,34
RJ,PNEUMONIA,HOSPITAL,"20 - 29",M,36
RJ,PNEUMONIA,OUTRO,"20 - 29",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
RJ,PNEUMONIA,VIA_PUBLICA,"20 - 29",F,1
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",F,42
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",M,39
RJ,SEPTICEMIA,OUTRO,"20 - 29",F,1
RJ,SEPTICEMIA,OUTRO,"20 - 29",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
RJ,SRAG,HOSPITAL,"20 - 29",F,2
RN,OUTRAS,DOMICILIO,"20 - 29",F,3
RN,OUTRAS,DOMICILIO,"20 - 29",M,12
RN,OUTRAS,HOSPITAL,"20 - 29",F,8
RN,OUTRAS,HOSPITAL,"20 - 29",M,26
RN,OUTRAS,OUTRO,"20 - 29",M,7
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RN,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
RN,OUTRAS,VIA_PUBLICA,"20 - 29",M,7
RN,COVID,HOSPITAL,"20 - 29",F,21
RN,COVID,HOSPITAL,"20 - 29",M,16
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
RN,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RN,PNEUMONIA,HOSPITAL,"20 - 29",F,1
RN,PNEUMONIA,HOSPITAL,"20 - 29",M,4
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RN,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
RN,SEPTICEMIA,HOSPITAL,"20 - 29",F,5
RN,SEPTICEMIA,HOSPITAL,"20 - 29",M,4
RN,SRAG,HOSPITAL,"20 - 29",M,1
RN,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RO,OUTRAS,DOMICILIO,"20 - 29",F,4
RO,OUTRAS,DOMICILIO,"20 - 29",M,12
RO,OUTRAS,HOSPITAL,"20 - 29",F,8
RO,OUTRAS,HOSPITAL,"20 - 29",M,22
RO,OUTRAS,IGNORADO,"20 - 29",M,1
RO,OUTRAS,OUTRO,"20 - 29",M,6
RO,OUTRAS,VIA_PUBLICA,"20 - 29",F,4
RO,OUTRAS,VIA_PUBLICA,"20 - 29",M,13
RO,COVID,HOSPITAL,"20 - 29",F,16
RO,COVID,HOSPITAL,"20 - 29",M,28
RO,COVID,VIA_PUBLICA,"20 - 29",F,1
RO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RO,PNEUMONIA,HOSPITAL,"20 - 29",F,2
RO,PNEUMONIA,HOSPITAL,"20 - 29",M,4
RO,SEPTICEMIA,HOSPITAL,"20 - 29",F,2
RO,SEPTICEMIA,HOSPITAL,"20 - 29",M,10
RR,OUTRAS,DOMICILIO,"20 - 29",M,3
RR,OUTRAS,HOSPITAL,"20 - 29",F,5
RR,OUTRAS,HOSPITAL,"20 - 29",M,7
RR,OUTRAS,OUTRO,"20 - 29",M,2
RR,OUTRAS,VIA_PUBLICA,"20 - 29",M,1
RR,COVID,HOSPITAL,"20 - 29",F,3
RR,COVID,HOSPITAL,"20 - 29",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,3
RR,PNEUMONIA,HOSPITAL,"20 - 29",F,3
RR,PNEUMONIA,HOSPITAL,"20 - 29",M,3
RR,SEPTICEMIA,HOSPITAL,"20 - 29",F,1
RR,SEPTICEMIA,HOSPITAL,"20 - 29",M,1
RS,OUTRAS,DOMICILIO,"20 - 29",F,16
RS,OUTRAS,DOMICILIO,"20 - 29",M,19
RS,OUTRAS,HOSPITAL,"20 - 29",F,37
RS,OUTRAS,HOSPITAL,"20 - 29",M,51
RS,OUTRAS,IGNORADO,"20 - 29",F,1
RS,OUTRAS,IGNORADO,"20 - 29",M,3
RS,OUTRAS,OUTRO,"20 - 29",F,2
RS,OUTRAS,OUTRO,"20 - 29",M,8
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
RS,OUTRAS,VIA_PUBLICA,"20 - 29",M,6
RS,COVID,DOMICILIO,"20 - 29",M,3
RS,COVID,HOSPITAL,"20 - 29",F,75
RS,COVID,HOSPITAL,"20 - 29",M,71
RS,COVID,IGNORADO,"20 - 29",M,1
RS,COVID,OUTRO,"20 - 29",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
RS,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,COVID,VIA_PUBLICA,"20 - 29",M,1
RS,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RS,INDETERMINADA,DOMICILIO,"20 - 29",M,2
RS,INDETERMINADA,HOSPITAL,"20 - 29",F,1
RS,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RS,INDETERMINADA,OUTRO,"20 - 29",F,1
RS,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,9
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RS,PNEUMONIA,HOSPITAL,"20 - 29",F,22
RS,PNEUMONIA,HOSPITAL,"20 - 29",M,12
RS,PNEUMONIA,IGNORADO,"20 - 29",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RS,SEPTICEMIA,HOSPITAL,"20 - 29",F,18
RS,SEPTICEMIA,HOSPITAL,"20 - 29",M,24
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RS,SEPTICEMIA,VIA_PUBLICA,"20 - 29",M,1
SC,OUTRAS,DOMICILIO,"20 - 29",F,9
SC,OUTRAS,DOMICILIO,"20 - 29",M,14
SC,OUTRAS,HOSPITAL,"20 - 29",F,26
SC,OUTRAS,HOSPITAL,"20 - 29",M,52
SC,OUTRAS,OUTRO,"20 - 29",M,12
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SC,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
SC,OUTRAS,VIA_PUBLICA,"20 - 29",M,13
SC,COVID,DOMICILIO,"20 - 29",F,1
SC,COVID,DOMICILIO,"20 - 29",M,1
SC,COVID,HOSPITAL,"20 - 29",F,38
SC,COVID,HOSPITAL,"20 - 29",M,36
SC,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SC,INDETERMINADA,DOMICILIO,"20 - 29",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,7
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
SC,PNEUMONIA,HOSPITAL,"20 - 29",F,7
SC,PNEUMONIA,HOSPITAL,"20 - 29",M,9
SC,SEPTICEMIA,HOSPITAL,"20 - 29",F,4
SC,SEPTICEMIA,HOSPITAL,"20 - 29",M,13
SC,SRAG,HOSPITAL,"20 - 29",M,1
SE,OUTRAS,DOMICILIO,"20 - 29",F,3
SE,OUTRAS,DOMICILIO,"20 - 29",M,2
SE,OUTRAS,HOSPITAL,"20 - 29",F,3
SE,OUTRAS,HOSPITAL,"20 - 29",M,21
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
SE,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
SE,OUTRAS,VIA_PUBLICA,"20 - 29",M,7
SE,COVID,HOSPITAL,"20 - 29",F,9
SE,COVID,HOSPITAL,"20 - 29",M,9
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,4
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SE,PNEUMONIA,DOMICILIO,"20 - 29",F,1
SE,PNEUMONIA,HOSPITAL,"20 - 29",F,1
SE,PNEUMONIA,HOSPITAL,"20 - 29",M,2
SE,SEPTICEMIA,HOSPITAL,"20 - 29",F,1
SE,SEPTICEMIA,HOSPITAL,"20 - 29",M,6
SE,SRAG,HOSPITAL,"20 - 29",F,1
SP,OUTRAS,AMBULANCIA,"20 - 29",F,1
SP,OUTRAS,DOMICILIO,"20 - 29",F,49
SP,OUTRAS,DOMICILIO,"20 - 29",I,1
SP,OUTRAS,DOMICILIO,"20 - 29",M,166
SP,OUTRAS,HOSPITAL,"20 - 29",F,219
SP,OUTRAS,HOSPITAL,"20 - 29",I,1
SP,OUTRAS,HOSPITAL,"20 - 29",M,521
SP,OUTRAS,IGNORADO,"20 - 29",F,2
SP,OUTRAS,IGNORADO,"20 - 29",I,8
SP,OUTRAS,IGNORADO,"20 - 29",M,11
SP,OUTRAS,OUTRO,"20 - 29",F,18
SP,OUTRAS,OUTRO,"20 - 29",M,88
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,19
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,55
SP,OUTRAS,POSTO_SAUDE,"20 - 29",M,2
SP,OUTRAS,VIA_PUBLICA,"20 - 29",F,23
SP,OUTRAS,VIA_PUBLICA,"20 - 29",M,214
SP,COVID,DOMICILIO,"20 - 29",F,2
SP,COVID,DOMICILIO,"20 - 29",M,5
SP,COVID,HOSPITAL,"20 - 29",F,251
SP,COVID,HOSPITAL,"20 - 29",M,278
SP,COVID,IGNORADO,"20 - 29",F,1
SP,COVID,OUTRO,"20 - 29",F,3
SP,COVID,OUTRO,"20 - 29",M,6
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,9
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
SP,INDETERMINADA,DOMICILIO,"20 - 29",F,2
SP,INDETERMINADA,DOMICILIO,"20 - 29",M,6
SP,INDETERMINADA,HOSPITAL,"20 - 29",F,3
SP,INDETERMINADA,HOSPITAL,"20 - 29",M,8
SP,INDETERMINADA,OUTRO,"20 - 29",F,2
SP,INDETERMINADA,OUTRO,"20 - 29",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,36
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,40
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"20 - 29",F,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
SP,PNEUMONIA,DOMICILIO,"20 - 29",F,2
SP,PNEUMONIA,DOMICILIO,"20 - 29",M,2
SP,PNEUMONIA,HOSPITAL,"20 - 29",F,61
SP,PNEUMONIA,HOSPITAL,"20 - 29",M,103
SP,PNEUMONIA,OUTRO,"20 - 29",F,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SP,PNEUMONIA,POSTO_SAUDE,"20 - 29",M,1
SP,SEPTICEMIA,DOMICILIO,"20 - 29",M,3
SP,SEPTICEMIA,HOSPITAL,"20 - 29",F,79
SP,SEPTICEMIA,HOSPITAL,"20 - 29",M,95
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
SP,SRAG,DOMICILIO,"20 - 29",F,1
SP,SRAG,HOSPITAL,"20 - 29",F,5
SP,SRAG,HOSPITAL,"20 - 29",M,4
TO,OUTRAS,DOMICILIO,"20 - 29",F,4
TO,OUTRAS,DOMICILIO,"20 - 29",M,7
TO,OUTRAS,HOSPITAL,"20 - 29",F,4
TO,OUTRAS,HOSPITAL,"20 - 29",M,7
TO,OUTRAS,OUTRO,"20 - 29",M,5
TO,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
TO,OUTRAS,VIA_PUBLICA,"20 - 29",M,5
TO,COVID,HOSPITAL,"20 - 29",F,10
TO,COVID,HOSPITAL,"20 - 29",M,3
TO,COVID,OUTRO,"20 - 29",F,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,1
TO,PNEUMONIA,HOSPITAL,"20 - 29",F,1
TO,PNEUMONIA,HOSPITAL,"20 - 29",M,2
TO,SEPTICEMIA,HOSPITAL,"20 - 29",M,1
TO,SRAG,HOSPITAL,"20 - 29",F,1
AC,OUTRAS,DOMICILIO,"30 - 39",F,6
AC,OUTRAS,DOMICILIO,"30 - 39",M,14
AC,OUTRAS,HOSPITAL,"30 - 39",F,8
AC,OUTRAS,HOSPITAL,"30 - 39",M,10
AC,OUTRAS,OUTRO,"30 - 39",F,1
AC,OUTRAS,OUTRO,"30 - 39",M,6
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AC,OUTRAS,VIA_PUBLICA,"30 - 39",M,2
AC,COVID,HOSPITAL,"30 - 39",F,19
AC,COVID,HOSPITAL,"30 - 39",M,24
AC,INDETERMINADA,OUTRO,"30 - 39",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,2
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
AC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
AC,PNEUMONIA,HOSPITAL,"30 - 39",F,5
AC,PNEUMONIA,HOSPITAL,"30 - 39",M,6
AC,SEPTICEMIA,HOSPITAL,"30 - 39",F,3
AC,SEPTICEMIA,HOSPITAL,"30 - 39",M,5
AC,SRAG,HOSPITAL,"30 - 39",F,1
AC,SRAG,HOSPITAL,"30 - 39",M,1
AL,OUTRAS,DOMICILIO,"30 - 39",F,15
AL,OUTRAS,DOMICILIO,"30 - 39",M,34
AL,OUTRAS,HOSPITAL,"30 - 39",F,22
AL,OUTRAS,HOSPITAL,"30 - 39",M,58
AL,OUTRAS,IGNORADO,"30 - 39",M,1
AL,OUTRAS,OUTRO,"30 - 39",M,6
AL,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
AL,OUTRAS,VIA_PUBLICA,"30 - 39",M,23
AL,COVID,DOMICILIO,"30 - 39",F,2
AL,COVID,DOMICILIO,"30 - 39",M,1
AL,COVID,HOSPITAL,"30 - 39",F,30
AL,COVID,HOSPITAL,"30 - 39",M,46
AL,INDETERMINADA,DOMICILIO,"30 - 39",F,2
AL,INDETERMINADA,DOMICILIO,"30 - 39",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,4
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AL,PNEUMONIA,DOMICILIO,"30 - 39",M,1
AL,PNEUMONIA,HOSPITAL,"30 - 39",F,1
AL,PNEUMONIA,HOSPITAL,"30 - 39",M,2
AL,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
AL,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
AL,SEPTICEMIA,HOSPITAL,"30 - 39",M,10
